label,code,class,key
Unspecified disease of pulmonary circulation,4179,ICD,card
Acute pericarditis in diseases classified elsewhere,4200,ICD,card
Acute and subacute bacterial endocarditis,4210,ICD,card
Acute and subacute infective endocarditis in diseases classified elsewhere,4211,ICD,card
Unspecified acute endocarditis,4219,ICD,card
Hemopericardium,4230,ICD,card
Adhesive pericarditis,4231,ICD,card
Constrictive pericarditis,4232,ICD,card
Cardiac tamponade,4233,ICD,card
Other specified diseases of pericardium,4238,ICD,card
Unspecified disease of pericardium,4239,ICD,card
Mitral valve disorders,4240,ICD,card
Aortic valve disorders,4241,ICD,card
"Tricuspid valve disorders, specified as nonrheumatic",4242,ICD,card
Pulmonary valve disorders,4243,ICD,card
Endomyocardial fibrosis,4250,ICD,card
Hypertrophic obstructive cardiomyopathy,4251,ICD,card
Obscure cardiomyopathy of Africa,4252,ICD,card
Endocardial fibroelastosis,4253,ICD,card
Other primary cardiomyopathies,4254,ICD,card
Alcoholic cardiomyopathy,4255,ICD,card
Nutritional and metabolic cardiomyopathy,4257,ICD,card
Cardiomyopathy in other diseases classified elsewhere,4258,ICD,card
Unspecified secondary cardiomyopathy,4259,ICD,card
"Atrioventricular block, complete",4260,ICD,card
Left bundle branch hemiblock,4262,ICD,card
Other left bundle branch block,4263,ICD,card
Right bundle branch block,4264,ICD,card
Other heart block,4266,ICD,card
Anomalous atrioventricular excitation,4267,ICD,card
Unspecified conduction disorder,4269,ICD,card
Paroxysmal supraventricular tachycardia,4270,ICD,card
Paroxysmal ventricular tachycardia,4271,ICD,card
Unspecified paroxysmal tachycardia,4272,ICD,card
Cardiac arrest,4275,ICD,card
Unspecified cardiac dysrhythmia,4279,ICD,card
"Congestive heart failure, unspecified",4280,ICD,card
Left heart failure,4281,ICD,card
Unspecified heart failure,4289,ICD,card
Unspecified myocarditis,4290,ICD,card
Myocardial degeneration,4291,ICD,card
Unspecified cardiovascular disease,4292,ICD,card
Cardiomegaly,4293,ICD,card
Functional disturbances following cardiac surgery,4294,ICD,card
Rupture of chordae tendineae,4295,ICD,card
Rupture of papillary muscle,4296,ICD,card
Unspecified heart disease,4299,ICD,card
Nontraumatic extradural hemorrhage,4320,ICD,card
Subdural hemorrhage,4321,ICD,card
Unspecified intracranial hemorrhage,4329,ICD,card
Basilar artery syndrome,4350,ICD,card
Vertebral artery syndrome,4351,ICD,card
Subclavian steal syndrome,4352,ICD,card
Vertebrobasilar artery syndrome,4353,ICD,card
Other specified transient cerebral ischemias,4358,ICD,card
Unspecified transient cerebral ischemia,4359,ICD,card
Cerebral atherosclerosis,4370,ICD,card
Other generalized ischemic cerebrovascular disease,4371,ICD,card
Hypertensive encephalopathy,4372,ICD,card
"Cerebral aneurysm, nonruptured",4373,ICD,card
Transient global amnesia,4377,ICD,card
Unspecified cerebrovascular disease,4379,ICD,card
Atherosclerosis of aorta,4400,ICD,card
Atherosclerosis of renal artery,4401,ICD,card
Chronic total occlusion of artery of the extremities,4404,ICD,card
Atherosclerosis of other specified arteries,4408,ICD,card
Generalized and unspecified atherosclerosis,4409,ICD,card
"Thoracic aneurysm, ruptured",4411,ICD,card
Thoracic aneurysm without mention of rupture,4412,ICD,card
"Abdominal aneurysm, ruptured",4413,ICD,card
Abdominal aneurysm without mention of rupture,4414,ICD,card
"Aortic aneurysm of unspecified site, ruptured",4415,ICD,card
"Thoracoabdominal aneurysm, ruptured",4416,ICD,card
Thoracoabdominal aneurysm without mention of rupture,4417,ICD,card
Aortic aneurysm of unspecified site without mention of rupture,4419,ICD,card
Aneurysm of artery of upper extremity,4420,ICD,card
Aneurysm of renal artery,4421,ICD,card
Aneurysm of iliac artery,4422,ICD,card
Aneurysm of artery of lower extremity,4423,ICD,card
Other aneurysm of unspecified site,4429,ICD,card
Thromboangiitis obliterans (Buerger's disease),4431,ICD,card
Embolism and thrombosis of abdominal aorta,4440,ICD,card
Embolism and thrombosis of thoracic aorta,4441,ICD,card
Embolism and thrombosis of unspecified artery,4449,ICD,card
Polyarteritis nodosa,4460,ICD,card
Wegener's granulomatosis,4464,ICD,card
Giant cell arteritis,4465,ICD,card
Takayasu's disease,4467,ICD,card
Stricture of artery,4471,ICD,card
Rupture of artery,4472,ICD,card
Celiac artery compression syndrome,4474,ICD,card
Unspecified arteritis,4476,ICD,card
Other specified disorders of arteries and arterioles,4478,ICD,card
Unspecified disorders of arteries and arterioles,4479,ICD,card
Embolism and thrombosis of vena cava,4532,ICD,card
Emb/throm superficial lower ext,4536,ICD,card
Venous embolism and thrombosis of other specified veins,4538,ICD,card
Embolism and thrombosis of unspecified site,4539,ICD,card
Esophageal varices with bleeding,4560,ICD,card
Other noninfectious lymphedema,4571,ICD,card
Orthostatic hypotension,4580,ICD,card
Chronic hypotension,4581,ICD,card
Other specified hypotension,4588,ICD,card
Unspecified hypotension,4589,ICD,card
Unspecified hemorrhage,4590,ICD,card
Unspecified circulatory system disorder,4599,ICD,card
Acute upper respiratory infections of other multiple sites,4658,ICD,card
Acute upper respiratory infections of unspecified site,4659,ICD,card
Acute bronchitis,4660,ICD,card
Other and unspecified diseases of upper respiratory tract,4789,ICD,card
Emphysematous bleb,4920,ICD,card
Other emphysema,4928,ICD,card
Bronchiectasis with acute exacerbation,4941,ICD,card
Acute pulmonary edema due to fumes and vapors,5061,ICD,card
Other acute and subacute respiratory conditions due to fumes and vapors,5063,ICD,card
Acute pulmonary manifestations due to radiation,5080,ICD,card
Empyema without mention of fistula,5109,ICD,card
Pleurisy without mention of effusion or current tuberculosis,5110,ICD,card
"Pleurisy with effusion, with mention of bacterial cause other than tuberculosis",5111,ICD,card
"Other specified forms of pleural effusion, except tuberculous",5118,ICD,card
Unspecified pleural effusion,5119,ICD,card
Spontaneous tension pneumothorax,5120,ICD,card
Iatrogenic pneumothorax,5121,ICD,card
Other spontaneous pneumothorax,5128,ICD,card
Abscess of lung,5130,ICD,card
Idiopathic fibrosing alveolitis,5163,ICD,card
Other specified alveolar and parietoalveolar pneumonopathies,5168,ICD,card
Acute chest syndrome,5173,ICD,card
Lung involvement in other diseases classified elsewhere,5178,ICD,card
Pulmonary collapse,5180,ICD,card
Compensatory emphysema,5182,ICD,card
Pulmonary eosinophilia,5183,ICD,card
Unspecified acute edema of lung,5184,ICD,card
Pulmonary insufficiency following trauma and surgery,5185,ICD,card
"Other diseases of trachea and bronchus, not elsewhere classified",5191,ICD,card
"Other diseases of respiratory system, not elsewhere classified",5198,ICD,card
Unspecified disease of respiratory system,5199,ICD,card
Inflammatory conditions of jaw,5264,ICD,card
Achalasia and cardiospasm,5300,ICD,card
Stricture and stenosis of esophagus,5303,ICD,card
Perforation of esophagus,5304,ICD,card
Gastroesophageal laceration-hemorrhage syndrome,5307,ICD,card
Unspecified disorder of esophagus,5309,ICD,card
Dyspepsia and other specified disorders of function of stomach,5368,ICD,card
Acute appendicitis with generalized peritonitis,5400,ICD,card
Acute appendicitis with peritoneal abscess,5401,ICD,card
Acute appendicitis without mention of peritonitis,5409,ICD,card
"Hernia of other specified site, with obstruction",5528,ICD,card
Acute vascular insufficiency of intestine,5570,ICD,card
Volvulus,5602,ICD,card
Unspecified intestinal obstruction,5609,ICD,card
Unspecified peritonitis,5679,ICD,card
Hemorrhage of rectum and anus,5693,ICD,card
Abscess of liver,5720,ICD,card
Hepatic coma,5722,ICD,card
Portal hypertension,5723,ICD,card
Acute cholecystitis,5750,ICD,card
Perforation of gallbladder,5754,ICD,card
Cholangitis,5761,ICD,card
Acute pancreatitis,5770,ICD,card
Chronic pancreatitis,5771,ICD,card
Hematemesis,5780,ICD,card
Blood in stool,5781,ICD,card
"Hemorrhage of gastrointestinal tract, unspecified",5789,ICD,card
Other and unspecified postsurgical nonabsorption,5793,ICD,card
Acute renal failure with lesion of tubular necrosis,5845,ICD,card
Acute renal failure with lesion of renal cortical necrosis,5846,ICD,card
Acute renal failure with other specified pathological lesion in kidney,5848,ICD,card
End stage renal disease,5856,ICD,card
Hemorrhage into bladder wall,5967,ICD,card
Excessive or frequent menstruation,6262,ICD,card
Other disorder of menstruation and other abnormal bleeding from female genital tract,6268,ICD,card
Postmenopausal bleeding,6271,ICD,card
West Nile fever with encephalitis,6641,ICD,card
Lupus erythematosus,6954,ICD,card
Circumscribed scleroderma,7010,ICD,card
Chronic hepatitis C with hepatic coma,7044,ICD,card
Systemic lupus erythematosus,7100,ICD,card
Unspecified diffuse connective tissue disease,7109,ICD,card
Pain in thoracic spine,7241,ICD,card
Lumbago,7242,ICD,card
"Thoracic or lumbosacral neuritis or radiculitis, unspecified",7244,ICD,card
Unspecified backache,7245,ICD,card
Other symptoms referable to back,7248,ICD,card
"Other affections of shoulder region, not elsewhere classified",7262,ICD,card
Tietze's disease,7336,ICD,card
"Nonallopathic lesion of thoracic region, not elsewhere classified",7392,ICD,card
"Bulbus cordis anomalies and anomalies of cardiac septal closure, common truncus",7450,ICD,card
Tetralogy of Fallot,7452,ICD,card
"Bulbus cordis anomalies and anomalies of cardiac septal closure, common ventricle",7453,ICD,card
Ventricular septal defect,7454,ICD,card
Ostium secundum type atrial septal defect,7455,ICD,card
Unspecified congenital defect of septal closure,7459,ICD,card
Congenital tricuspid atresia and stenosis,7461,ICD,card
Ebstein's anomaly,7462,ICD,card
Congenital stenosis of aortic valve,7463,ICD,card
Congenital insufficiency of aortic valve,7464,ICD,card
Congenital mitral stenosis,7465,ICD,card
Congenital mitral insufficiency,7466,ICD,card
Hypoplastic left heart syndrome,7467,ICD,card
Unspecified congenital anomaly of heart,7469,ICD,card
Patent ductus arteriosus,7470,ICD,card
Congenital anomalies of pulmonary artery,7473,ICD,card
"Congenital tracheoesophageal fistula, esophageal atresia and stenosis",7503,ICD,card
Down's syndrome,7580,ICD,card
Hallucinations,7801,ICD,card
Syncope and collapse,7802,ICD,card
Dizziness and giddiness,7804,ICD,card
Transient paralysis of limb,7814,ICD,card
Edema,7823,ICD,card
Cyanosis,7825,ICD,card
Anorexia,7830,ICD,card
Polydipsia,7835,ICD,card
Adult failure to thrive,7837,ICD,card
Other speech disturbance,7845,ICD,card
Unspecified tachycardia,7850,ICD,card
Palpitations,7851,ICD,card
Undiagnosed cardiac murmurs,7852,ICD,card
Other abnormal heart sounds,7853,ICD,card
Gangrene,7854,ICD,card
Other symptoms involving cardiovascular system,7859,ICD,card
Stridor,7861,ICD,card
Cough,7862,ICD,card
Hemoptysis,7863,ICD,card
Abnormal chest sounds,7867,ICD,card
Other symptoms involving respiratory system and chest,7869,ICD,card
Heartburn,7871,ICD,card
Dysphagia,7872,ICD,card
Nonspecific elevation of levels of transaminase or lactic acid dehydrogenase (LDH),7904,ICD,card
Other nonspecific abnormal serum enzyme levels,7905,ICD,card
Other abnormal blood chemistry,7906,ICD,card
Bacteremia,7907,ICD,card
Nonspecific abnormal findings on radiological and other examination of lung field,7931,ICD,card
Nonspecific abnormal findings on radiological and other examination of other intrathoracic organs,7932,ICD,card
Nonspecific abnormal results of pulmonary system function study,7942,ICD,card
Nonspecific abnormal toxicological findings,7960,ICD,card
Nonspecific low blood pressure reading,7963,ICD,card
Respiratory arrest,7991,ICD,card
Cachexia,7994,ICD,card
Closed fracture of dorsal (thoracic) vertebra without mention of spinal cord injury,8052,ICD,card
Closed fracture of lumbar spine with spinal cord injury,8064,ICD,card
Closed fracture of sternum,8072,ICD,card
Flail chest,8074,ICD,card
Closed fracture of acetabulum,8080,ICD,card
Closed fracture of pubis,8082,ICD,card
Unspecified closed fracture of pelvis,8088,ICD,card
Ill-defined closed fractures of upper limb,8180,ICD,card
Closed fracture of unspecified part of neck of femur,8208,ICD,card
Open fracture of unspecified part of neck of femur,8209,ICD,card
Sprain and strain of other specified sites of shoulder and upper arm,8408,ICD,card
Sprain and strain of unspecified site of shoulder and upper arm,8409,ICD,card
Thoracic sprain and strain,8471,ICD,card
Sprain and strain of unspecified site of back,8479,ICD,card
Sprain and strain of ribs,8483,ICD,card
Concussion with loss of consciousness of unspecified duration,8505,ICD,card
Unspecified concussion,8509,ICD,card
Traumatic pneumothorax without mention of open wound into thorax,8600,ICD,card
Traumatic hemothorax without mention of open wound into thorax,8602,ICD,card
Traumatic pneumohemothorax without mention of open wound into thorax,8604,ICD,card
Injury to multiple and unspecified intrathoracic organs without mention of open wound into cavity,8628,ICD,card
Thoracic aorta injury,9010,ICD,card
"Late effect of adverse effect of drug, medical or biological substance",9095,ICD,card
Contusion of breast,9220,ICD,card
Contusion of chest wall,9221,ICD,card
Contusion of abdominal wall,9222,ICD,card
Contusion of unspecified part of trunk,9229,ICD,card
"Syphilitic endocarditis, aortic valve",9322,ICD,card
Foreign body in trachea,9340,ICD,card
Foreign body in main bronchus,9341,ICD,card
"Foreign body in other specified parts of trachea, bronchus, and lung",9348,ICD,card
Unspecified site of spinal cord injury without spinal bone injury,9529,ICD,card
Traumatic shock,9584,ICD,card
"Injury, other and unspecified, shoulder and upper arm",9592,ICD,card
"Injury, other and unspecified, other specified sites, including multiple",9598,ICD,card
Poisoning by adrenal cortical steroids,9620,ICD,card
Poisoning by insulins and antidiabetic agents,9623,ICD,card
Poisoning by antiallergic and antiemetic drugs,9630,ICD,card
Poisoning by antineoplastic and immunosuppressive drugs,9631,ICD,card
Poisoning by anticoagulants,9642,ICD,card
Poisoning by salicylates,9651,ICD,card
"Poisoning by aromatic analgesics, not elsewhere classified",9654,ICD,card
Poisoning by other specified analgesics and antipyretics,9658,ICD,card
Poisoning by unspecified analgesic and antipyretic,9659,ICD,card
Poisoning by hydantoin derivatives,9661,ICD,card
Poisoning by other and unspecified anticonvulsants,9663,ICD,card
Poisoning by barbiturates,9670,ICD,card
Poisoning by other sedatives and hypnotics,9678,ICD,card
Poisoning by unspecified sedative or hypnotic,9679,ICD,card
Poisoning by central nervous system muscle-tone depressants,9680,ICD,card
Poisoning by surface (topical) and infiltration anesthetics,9685,ICD,card
Poisoning by antidepressants,9690,ICD,card
